prov,fecha,casos_tot,dup
La_Rioja,2020-04-03,4,100
Mendoza,2020-04-03,27,3.4328604959039866
Misiones,2020-04-03,3,100
Neuquen,2020-04-03,29,4.78665875551598
Rio_Negro,2020-04-03,10,13.635293247142492
Salta,2020-04-03,3,100
San_Juan,2020-04-03,1,100
San_Luis,2020-04-03,10,100
Santa_Cruz,2020-04-03,21,100
Santa_Fe,2020-04-03,160,5.419019716921786
Santiago_del_Estero,2020-04-03,3,100
Tierra_del_fuego,2020-04-03,64,3.1300471255412576
Tucuman,2020-04-03,21,10.737405176716502
Buenos_Aires,2020-04-04,364,8.481078009426202
CABA,2020-04-04,407,9.897247165865831
Catamarca,2020-04-04,0,NA
Chaco,2020-04-04,115,8.833634987781101
Chubut,2020-04-04,0,NA
Cordoba,2020-04-04,134,6.4868135772366005
Corrientes,2020-04-04,22,15.50150192107468
Entre_Rios,2020-04-04,18,7.3476719084809945
Formosa,2020-04-04,0,NA
Jujuy,2020-04-04,5,100
La_Pampa,2020-04-04,3,100
La_Rioja,2020-04-04,6,100
Mendoza,2020-04-04,27,3.9189672981703936
Misiones,2020-04-04,3,100
Neuquen,2020-04-04,33,5.523694088913632
Rio_Negro,2020-04-04,15,12.675001321781416
Salta,2020-04-04,3,100
San_Juan,2020-04-04,1,100
San_Luis,2020-04-04,10,6.557698834767695
Santa_Cruz,2020-04-04,22,3.720536821718672
Santa_Fe,2020-04-04,165,7.233129386104874
Santiago_del_Estero,2020-04-04,4,100
Tierra_del_fuego,2020-04-04,72,3.4892268200116905
Tucuman,2020-04-04,22,9.318296990716
Buenos_Aires,2020-04-05,397,9.220001952305662
CABA,2020-04-05,439,10.15379933242138
Catamarca,2020-04-05,0,NA
Chaco,2020-04-05,115,10.85368123330851
Chubut,2020-04-05,0,NA
Cordoba,2020-04-05,139,7.557453055263136
Corrientes,2020-04-05,22,100
Entre_Rios,2020-04-05,19,9.525981354803989
Formosa,2020-04-05,0,NA
Jujuy,2020-04-05,5,100
La_Pampa,2020-04-05,3,100
La_Rioja,2020-04-05,8,1.7641726198298129
Mendoza,2020-04-05,29,5.292615831687271
Misiones,2020-04-05,3,100
Neuquen,2020-04-05,44,5.4575991074813395
Rio_Negro,2020-04-05,17,5.727935963707881
Salta,2020-04-05,3,100
San_Juan,2020-04-05,1,100
San_Luis,2020-04-05,10,6.66761736784003
Santa_Cruz,2020-04-05,23,4.127167458457909
Santa_Fe,2020-04-05,176,11.505252316842324
Santiago_del_Estero,2020-04-05,4,5.013462489029158
Tierra_del_fuego,2020-04-05,75,4.5480181159673645
Tucuman,2020-04-05,22,9.71769779746909
Buenos_Aires,2020-04-06,409,9.357529836381323
CABA,2020-04-06,456,10.006842358838803
Catamarca,2020-04-06,0,NA
Chaco,2020-04-06,119,12.473885292441132
Chubut,2020-04-06,0,NA
Cordoba,2020-04-06,146,9.405155797855754
Corrientes,2020-04-06,24,100
Entre_Rios,2020-04-06,19,10.395266764295219
Formosa,2020-04-06,0,NA
Jujuy,2020-04-06,5,100
La_Pampa,2020-04-06,3,100
La_Rioja,2020-04-06,9,1.75881412269613
Mendoza,2020-04-06,30,14.565098611585768
Misiones,2020-04-06,3,100
Neuquen,2020-04-06,50,4.6932564645216175
Rio_Negro,2020-04-06,19,4.822556770932772
Salta,2020-04-06,3,100
San_Juan,2020-04-06,1,100
San_Luis,2020-04-06,11,7.3595957491288075
Santa_Cruz,2020-04-06,23,14.716798342329813
Santa_Fe,2020-04-06,184,13.319085103400662
Santiago_del_Estero,2020-04-06,9,3.476371022774996
Tierra_del_fuego,2020-04-06,77,5.528879899761816
Tucuman,2020-04-06,27,8.691835290043015
Buenos_Aires,2020-04-07,443,9.860115662155145
CABA,2020-04-07,480,10.090647036964171
Catamarca,2020-04-07,0,NA
Chaco,2020-04-07,123,16.39726962995913
Chubut,2020-04-07,0,NA
Cordoba,2020-04-07,150,12.214058829692496
Corrientes,2020-04-07,24,100
Entre_Rios,2020-04-07,20,13.939101327909581
Formosa,2020-04-07,0,NA
Jujuy,2020-04-07,5,100
La_Pampa,2020-04-07,3,100
La_Rioja,2020-04-07,9,2.672923232829878
Mendoza,2020-04-07,32,16.49393457200031
Misiones,2020-04-07,3,100
Neuquen,2020-04-07,53,4.9094151360256575
Rio_Negro,2020-04-07,21,4.24968925724348
Salta,2020-04-07,3,100
San_Juan,2020-04-07,1,100
San_Luis,2020-04-07,11,14.125787034508901
Santa_Cruz,2020-04-07,31,14.540134114342353
Santa_Fe,2020-04-07,187,15.258361433088572
Santiago_del_Estero,2020-04-07,9,2.776352080408146
Tierra_del_fuego,2020-04-07,79,9.157911521364634
Tucuman,2020-04-07,28,9.485317855366963
Buenos_Aires,2020-04-08,460,10.878614376579504
CABA,2020-04-08,498,11.288635103520676
Catamarca,2020-04-08,0,NA
Chaco,2020-04-08,138,14.823236135765098
Chubut,2020-04-08,0,NA
Cordoba,2020-04-08,151,18.167588162266973
Corrientes,2020-04-08,24,100
Entre_Rios,2020-04-08,20,20.77470378735599
Formosa,2020-04-08,0,NA
Jujuy,2020-04-08,5,100
La_Pampa,2020-04-08,4,100
La_Rioja,2020-04-08,9,4.35148328707643
Mendoza,2020-04-08,38,12.298485882620275
Misiones,2020-04-08,3,100
Neuquen,2020-04-08,70,4.44083167002016
Rio_Negro,2020-04-08,22,4.409215911473795
Salta,2020-04-08,3,100
San_Juan,2020-04-08,1,100
San_Luis,2020-04-08,11,21.857404399529756
Santa_Cruz,2020-04-08,31,9.662976948128955
Santa_Fe,2020-04-08,189,18.063150273503393
Santiago_del_Estero,2020-04-08,9,3.1319787808645447
Tierra_del_fuego,2020-04-08,81,15.623838031442688
Tucuman,2020-04-08,28,11.811139641315464
Buenos_Aires,2020-04-09,489,11.434483793117474
CABA,2020-04-09,521,13.397580886267443
Catamarca,2020-04-09,0,NA
Chaco,2020-04-09,144,14.671459047731995
Chubut,2020-04-09,0,NA
Cordoba,2020-04-09,156,23.131962515828313
Corrientes,2020-04-09,24,100
Entre_Rios,2020-04-09,21,26.78954053404923
Formosa,2020-04-09,0,NA
Jujuy,2020-04-09,5,100
La_Pampa,2020-04-09,4,100
La_Rioja,2020-04-09,14,4.140838942266496
Mendoza,2020-04-09,40,9.896717832887193
Misiones,2020-04-09,3,100
Neuquen,2020-04-09,77,4.201249913146869
Rio_Negro,2020-04-09,35,4.098359819653828
Salta,2020-04-09,3,100
San_Juan,2020-04-09,1,100
San_Luis,2020-04-09,11,100
Santa_Cruz,2020-04-09,31,9.217798312395862
Santa_Fe,2020-04-09,196,20.62389478334703
Santiago_del_Estero,2020-04-09,9,100
Tierra_del_fuego,2020-04-09,81,23.347160573221203
Tucuman,2020-04-09,29,11.471833692634405
Buenos_Aires,2020-04-10,508,12.649112290823847
CABA,2020-04-10,532,16.0968826426372
Catamarca,2020-04-10,0,NA
Chaco,2020-04-10,149,14.115663727270416
Chubut,2020-04-10,0,NA
Cordoba,2020-04-10,169,20.20386843039143
Corrientes,2020-04-10,24,100
Entre_Rios,2020-04-10,21,27.185583422818357
Formosa,2020-04-10,0,NA
Jujuy,2020-04-10,5,100
La_Pampa,2020-04-10,5,100
La_Rioja,2020-04-10,14,5.2441778475891185
Mendoza,2020-04-10,49,7.275754471871187
Misiones,2020-04-10,3,100
Neuquen,2020-04-10,84,4.557360960549075
Rio_Negro,2020-04-10,42,4.089627597706026
Salta,2020-04-10,3,100
San_Juan,2020-04-10,1,100
San_Luis,2020-04-10,11,100
Santa_Cruz,2020-04-10,37,7.9685184216897165
Santa_Fe,2020-04-10,197,26.21815763647812
Santiago_del_Estero,2020-04-10,9,100
Tierra_del_fuego,2020-04-10,83,30.753368226473317
Tucuman,2020-04-10,29,13.690496867682164
Buenos_Aires,2020-04-11,545,13.130648751092684
CABA,2020-04-11,578,15.859961695203678
Catamarca,2020-04-11,0,NA
Chaco,2020-04-11,149,14.019996588189965
Chubut,2020-04-11,0,NA
Cordoba,2020-04-11,201,16.794147425924443
Corrientes,2020-04-11,24,100
Entre_Rios,2020-04-11,21,35.338415037746785
Formosa,2020-04-11,0,NA
Jujuy,2020-04-11,5,100
La_Pampa,2020-04-11,5,6.865267534428039
La_Rioja,2020-04-11,18,5.164084386207719
Mendoza,2020-04-11,54,6.322988010586711
Misiones,2020-04-11,3,100
Neuquen,2020-04-11,85,5.731050200295542
Rio_Negro,2020-04-11,65,3.170842624214561
Salta,2020-04-11,3,100
San_Juan,2020-04-11,2,100
San_Luis,2020-04-11,11,100
Santa_Cruz,2020-04-11,40,7.37195966051546
Santa_Fe,2020-04-11,200,34.226949082451085
Santiago_del_Estero,2020-04-11,12,100
Tierra_del_fuego,2020-04-11,86,33.13949770367975
Tucuman,2020-04-11,30,29.97554731451516
Buenos_Aires,2020-04-12,572,12.689159263362976
CABA,2020-04-12,586,16.60624022340829
Catamarca,2020-04-12,0,NA
Chaco,2020-04-12,150,16.807177920532162
Chubut,2020-04-12,0,NA
Cordoba,2020-04-12,206,11.213597144853345
Corrientes,2020-04-12,24,100
Entre_Rios,2020-04-12,21,100
Formosa,2020-04-12,0,NA
Jujuy,2020-04-12,5,100
La_Pampa,2020-04-12,5,6.988196820756473
La_Rioja,2020-04-12,19,4.849922686033245
Mendoza,2020-04-12,57,6.015611899907749
Misiones,2020-04-12,3,100
Neuquen,2020-04-12,86,7.04721446275556
Rio_Negro,2020-04-12,78,2.739873416870327
Salta,2020-04-12,3,100
San_Juan,2020-04-12,2,100
San_Luis,2020-04-12,11,100
Santa_Cruz,2020-04-12,40,8.200889045305653
Santa_Fe,2020-04-12,203,41.49821070781046
Santiago_del_Estero,2020-04-12,12,100
Tierra_del_fuego,2020-04-12,90,30.101136300439883
Tucuman,2020-04-12,30,39.6765398144662
Buenos_Aires,2020-04-13,601,13.299393200514888
CABA,2020-04-13,596,18.263864129327168
Catamarca,2020-04-13,0,NA
Chaco,2020-04-13,153,27.107680059160298
Chubut,2020-04-13,0,NA
Cordoba,2020-04-13,210,10.301231823398501
Corrientes,2020-04-13,31,100
Entre_Rios,2020-04-13,21,100
Formosa,2020-04-13,0,NA
Jujuy,2020-04-13,5,100
La_Pampa,2020-04-13,5,100
La_Rioja,2020-04-13,22,4.611270126378939
Mendoza,2020-04-13,59,6.58697438168807
Misiones,2020-04-13,3,100
Neuquen,2020-04-13,88,9.552723202185119
Rio_Negro,2020-04-13,81,2.7006781059652423
Salta,2020-04-13,3,100
San_Juan,2020-04-13,2,100
San_Luis,2020-04-13,11,100
Santa_Cruz,2020-04-13,40,12.690408779882004
Santa_Fe,2020-04-13,205,43.59748850266505
Santiago_del_Estero,2020-04-13,12,100
Tierra_del_fuego,2020-04-13,94,24.500254972731764
Tucuman,2020-04-13,30,51.226886845658434
Buenos_Aires,2020-04-14,667,12.213388042106926
CABA,2020-04-14,618,19.215026397870272
Catamarca,2020-04-14,0,NA
Chaco,2020-04-14,184,26.654218163060982
Chubut,2020-04-14,0,NA
Cordoba,2020-04-14,222,9.95965957419196
Corrientes,2020-04-14,31,100
Entre_Rios,2020-04-14,21,100
Formosa,2020-04-14,0,NA
Jujuy,2020-04-14,5,100
La_Pampa,2020-04-14,5,100
La_Rioja,2020-04-14,28,4.119315678933158
Mendoza,2020-04-14,62,8.096190914042653
Misiones,2020-04-14,3,100
Neuquen,2020-04-14,90,18.794968996532667
Rio_Negro,2020-04-14,94,2.9167607118175933
Salta,2020-04-14,3,100
San_Juan,2020-04-14,2,100
San_Luis,2020-04-14,11,100
Santa_Cruz,2020-04-14,40,100
Santa_Fe,2020-04-14,207,53.34757610192751
Santiago_del_Estero,2020-04-14,12,100
Tierra_del_fuego,2020-04-14,96,21.84719848277798
Tucuman,2020-04-14,30,100
Buenos_Aires,2020-04-15,729,10.545828196216359
CABA,2020-04-15,648,19.398323166019523
Catamarca,2020-04-15,0,NA
Chaco,2020-04-15,191,14.97712506352806
Chubut,2020-04-15,1,NA
Cordoba,2020-04-15,228,11.22563252108717
Corrientes,2020-04-15,31,100
Entre_Rios,2020-04-15,21,100
Formosa,2020-04-15,0,NA
Jujuy,2020-04-15,5,100
La_Pampa,2020-04-15,5,100
La_Rioja,2020-04-15,31,4.886535703623856
Mendoza,2020-04-15,63,10.256808454654115
Misiones,2020-04-15,3,100
Neuquen,2020-04-15,91,36.566841121123836
Rio_Negro,2020-04-15,106,3.764484512690933
Salta,2020-04-15,3,100
San_Juan,2020-04-15,2,100
San_Luis,2020-04-15,11,100
Santa_Cruz,2020-04-15,40,100
Santa_Fe,2020-04-15,209,62.15034731741526
Santiago_del_Estero,2020-04-15,12,100
Tierra_del_fuego,2020-04-15,99,19.817161444683254
Tucuman,2020-04-15,30,100
Buenos_Aires,2020-04-16,760,10.064397129887324
CABA,2020-04-16,663,20.07524080700634
Catamarca,2020-04-16,0,NA
Chaco,2020-04-16,202,12.025462537892748
Chubut,2020-04-16,1,NA
Cordoba,2020-04-16,241,16.60067147790356
Corrientes,2020-04-16,31,100
Entre_Rios,2020-04-16,22,100
Formosa,2020-04-16,0,NA
Jujuy,2020-04-16,5,100
La_Pampa,2020-04-16,5,100
La_Rioja,2020-04-16,34,4.691458063723614
Mendoza,2020-04-16,68,14.887984377399683
Misiones,2020-04-16,3,100
Neuquen,2020-04-16,93,40.00717195991778
Rio_Negro,2020-04-16,115,5.7019666620787115
Salta,2020-04-16,3,100
San_Juan,2020-04-16,2,100
San_Luis,2020-04-16,11,100
Santa_Cruz,2020-04-16,40,100
Santa_Fe,2020-04-16,212,59.18733571526464
Santiago_del_Estero,2020-04-16,12,100
Tierra_del_fuego,2020-04-16,106,17.972494582137454
Tucuman,2020-04-16,30,100
Buenos_Aires,2020-04-17,794,10.370505621773571
CABA,2020-04-17,677,24.11499969068348
Catamarca,2020-04-17,0,NA
Chaco,2020-04-17,224,9.639717289659174
Chubut,2020-04-17,1,NA
Cordoba,2020-04-17,247,19.17608241839436
Corrientes,2020-04-17,31,100
Entre_Rios,2020-04-17,22,100
Formosa,2020-04-17,0,NA
Jujuy,2020-04-17,5,100
La_Pampa,2020-04-17,5,100
La_Rioja,2020-04-17,35,5.542458863963289
Mendoza,2020-04-17,69,16.8974793373357
Misiones,2020-04-17,4,100
Neuquen,2020-04-17,93,42.20332977972189
Rio_Negro,2020-04-17,116,6.973699282190393
Salta,2020-04-17,3,100
San_Juan,2020-04-17,2,100
San_Luis,2020-04-17,11,100
Santa_Cruz,2020-04-17,40,100
Santa_Fe,2020-04-17,218,59.10141161209855
Santiago_del_Estero,2020-04-17,12,100
Tierra_del_fuego,2020-04-17,108,18.34291291381184
Tucuman,2020-04-17,30,100
Buenos_Aires,2020-04-18,825,10.865357392314039
CABA,2020-04-18,691,23.67976481296489
Catamarca,2020-04-18,0,NA
Chaco,2020-04-18,248,8.303197298523495
Chubut,2020-04-18,1,100
Cordoba,2020-04-18,249,19.64267088387936
Corrientes,2020-04-18,31,100
Entre_Rios,2020-04-18,22,100
Formosa,2020-04-18,0,NA
Jujuy,2020-04-18,5,100
La_Pampa,2020-04-18,5,100
La_Rioja,2020-04-18,35,6.566793205773635
Mendoza,2020-04-18,69,19.819716663963778
Misiones,2020-04-18,5,100
Neuquen,2020-04-18,96,40.6059462358799
Rio_Negro,2020-04-18,119,8.873649263671476
Salta,2020-04-18,3,100
San_Juan,2020-04-18,2,100
San_Luis,2020-04-18,11,100
Santa_Cruz,2020-04-18,40,100
Santa_Fe,2020-04-18,221,48.31402396490169
Santiago_del_Estero,2020-04-18,12,100
Tierra_del_fuego,2020-04-18,108,20.987710144393464
Tucuman,2020-04-18,30,100
Buenos_Aires,2020-04-19,873,12.45772352631554
CABA,2020-04-19,706,25.036049137004436
Catamarca,2020-04-19,0,NA
Chaco,2020-04-19,253,8.567899998914742
Chubut,2020-04-19,2,100
Cordoba,2020-04-19,260,20.422807029098607
Corrientes,2020-04-19,31,100
Entre_Rios,2020-04-19,22,100
Formosa,2020-04-19,0,NA
Jujuy,2020-04-19,5,100
La_Pampa,2020-04-19,5,100
La_Rioja,2020-04-19,39,8.492943296959284
Mendoza,2020-04-19,72,21.509561253868167
Misiones,2020-04-19,5,100
Neuquen,2020-04-19,99,38.56929071208717
Rio_Negro,2020-04-19,127,10.714388932319924
Salta,2020-04-19,3,100
San_Juan,2020-04-19,2,100
San_Luis,2020-04-19,11,100
Santa_Cruz,2020-04-19,40,100
Santa_Fe,2020-04-19,222,47.101278245640714
Santiago_del_Estero,2020-04-19,12,100
Tierra_del_fuego,2020-04-19,111,23.695145774342624
Tucuman,2020-04-19,30,100
Buenos_Aires,2020-04-20,915,14.541547671895838
CABA,2020-04-20,728,28.173306277920126
Catamarca,2020-04-20,0,NA
Chaco,2020-04-20,258,11.027327461830462
Chubut,2020-04-20,2,100
Cordoba,2020-04-20,260,25.226951712332905
Corrientes,2020-04-20,34,100
Entre_Rios,2020-04-20,22,100
Formosa,2020-04-20,0,NA
Jujuy,2020-04-20,5,100
La_Pampa,2020-04-20,5,100
La_Rioja,2020-04-20,39,13.094061904619407
Mendoza,2020-04-20,73,24.802477459671632
Misiones,2020-04-20,5,6.444006229012676
Neuquen,2020-04-20,102,33.70876931427774
Rio_Negro,2020-04-20,137,12.690417012106979
Salta,2020-04-20,3,100
San_Juan,2020-04-20,2,100
San_Luis,2020-04-20,11,100
Santa_Cruz,2020-04-20,41,100
Santa_Fe,2020-04-20,224,48.63648761721075
Santiago_del_Estero,2020-04-20,12,100
Tierra_del_fuego,2020-04-20,111,28.413540988868675
Tucuman,2020-04-20,31,100
Buenos_Aires,2020-04-21,975,14.835213111305897
CABA,2020-04-21,761,29.036134113959402
Catamarca,2020-04-21,0,NA
Chaco,2020-04-21,263,12.355808368607617
Chubut,2020-04-21,2,100
Cordoba,2020-04-21,260,32.50556625544473
Corrientes,2020-04-21,34,100
Entre_Rios,2020-04-21,22,100
Formosa,2020-04-21,0,NA
Jujuy,2020-04-21,5,100
La_Pampa,2020-04-21,5,100
La_Rioja,2020-04-21,40,16.916453093403405
Mendoza,2020-04-21,73,32.61494899785722
Misiones,2020-04-21,5,100
Neuquen,2020-04-21,102,33.63425491490496
Rio_Negro,2020-04-21,148,13.459037611397287
Salta,2020-04-21,3,100
San_Juan,2020-04-21,2,100
San_Luis,2020-04-21,11,100
Santa_Cruz,2020-04-21,41,100
Santa_Fe,2020-04-21,225,55.515168934306516
Santiago_del_Estero,2020-04-21,12,100
Tierra_del_fuego,2020-04-21,112,46.816786055941556
Tucuman,2020-04-21,31,100
Buenos_Aires,2020-04-22,1036,13.443686247413417
CABA,2020-04-22,800,22.843951758851436
Catamarca,2020-04-22,0,NA
Chaco,2020-04-22,270,15.766019456617222
Chubut,2020-04-22,2,100
Cordoba,2020-04-22,265,45.07080823905655
Corrientes,2020-04-22,34,100
Entre_Rios,2020-04-22,22,100
Formosa,2020-04-22,0,NA
Jujuy,2020-04-22,5,100
La_Pampa,2020-04-22,5,100
La_Rioja,2020-04-22,45,15.958233900134223
Mendoza,2020-04-22,74,46.44466781989907
Misiones,2020-04-22,5,100
Neuquen,2020-04-22,103,35.29773508748177
Rio_Negro,2020-04-22,165,11.342206082032057
Salta,2020-04-22,3,100
San_Juan,2020-04-22,2,100
San_Luis,2020-04-22,11,100
Santa_Cruz,2020-04-22,41,100
Santa_Fe,2020-04-22,230,60.4288439059786
Santiago_del_Estero,2020-04-22,12,100
Tierra_del_fuego,2020-04-22,112,73.15162693813465
Tucuman,2020-04-22,34,100
Buenos_Aires,2020-04-23,1120,12.246834584491687
CABA,2020-04-23,837,19.32270848351317
Catamarca,2020-04-23,0,NA
Chaco,2020-04-23,280,26.598433791381346
Chubut,2020-04-23,2,100
Cordoba,2020-04-23,267,52.16500750301611
Corrientes,2020-04-23,35,30.790917804649386
Entre_Rios,2020-04-23,22,100
Formosa,2020-04-23,0,NA
Jujuy,2020-04-23,5,100
La_Pampa,2020-04-23,5,100
La_Rioja,2020-04-23,45,15.140239663265719
Mendoza,2020-04-23,75,49.6670364635148
Misiones,2020-04-23,5,100
Neuquen,2020-04-23,104,38.356821393079315
Rio_Negro,2020-04-23,169,9.889226000741012
Salta,2020-04-23,3,100
San_Juan,2020-04-23,2,100
San_Luis,2020-04-23,11,100
Santa_Cruz,2020-04-23,41,100
Santa_Fe,2020-04-23,236,60.3991110021369
Santiago_del_Estero,2020-04-23,12,100
Tierra_del_fuego,2020-04-23,113,89.16515438831065
Tucuman,2020-04-23,34,29.46850572591346
Buenos_Aires,2020-04-24,1181,11.425309283879931
CABA,2020-04-24,916,15.306713261170078
Catamarca,2020-04-24,0,NA
Chaco,2020-04-24,287,28.274286735177952
Chubut,2020-04-24,2,100
Cordoba,2020-04-24,269,66.29762223049994
Corrientes,2020-04-24,39,20.83657139633563
Entre_Rios,2020-04-24,22,100
Formosa,2020-04-24,0,NA
Jujuy,2020-04-24,5,100
La_Pampa,2020-04-24,5,100
La_Rioja,2020-04-24,47,14.773619580280995
Mendoza,2020-04-24,75,68.02562859424128
Misiones,2020-04-24,6,100
Neuquen,2020-04-24,104,58.907722748818124
Rio_Negro,2020-04-24,180,9.869040677500152
Salta,2020-04-24,3,100
San_Juan,2020-04-24,2,100
San_Luis,2020-04-24,11,100
Santa_Cruz,2020-04-24,42,100
Santa_Fe,2020-04-24,239,50.588795704973336
Santiago_del_Estero,2020-04-24,12,100
Tierra_del_fuego,2020-04-24,114,100
Tucuman,2020-04-24,34,27.491378355077952
Buenos_Aires,2020-04-25,1275,10.859754762306665
CABA,2020-04-25,971,12.846636660347011
Catamarca,2020-04-25,0,NA
Chaco,2020-04-25,294,26.723685324865002
Chubut,2020-04-25,2,100
Cordoba,2020-04-25,270,96.47519954895745
Corrientes,2020-04-25,40,18.171266051869974
Entre_Rios,2020-04-25,22,100
Formosa,2020-04-25,0,NA
Jujuy,2020-04-25,5,100
La_Pampa,2020-04-25,5,100
La_Rioja,2020-04-25,50,15.70421286709711
Mendoza,2020-04-25,75,96.0651606123875
Misiones,2020-04-25,6,100
Neuquen,2020-04-25,104,94.33354786488982
Rio_Negro,2020-04-25,184,10.334774233117132
Salta,2020-04-25,3,100
San_Juan,2020-04-25,2,100
San_Luis,2020-04-25,11,100
Santa_Cruz,2020-04-25,42,100
Santa_Fe,2020-04-25,242,44.68179319864877
Santiago_del_Estero,2020-04-25,13,100
Tierra_del_fuego,2020-04-25,117,88.15596420816796
Tucuman,2020-04-25,34,100
Buenos_Aires,2020-04-26,1331,10.840154972739812
CABA,2020-04-26,1007,12.159864352619646
Catamarca,2020-04-26,0,NA
Chaco,2020-04-26,297,27.481327406496987
Chubut,2020-04-26,2,100
Cordoba,2020-04-26,273,83.90340209566465
Corrientes,2020-04-26,46,14.176014863226767
Entre_Rios,2020-04-26,23,100
Formosa,2020-04-26,0,NA
Jujuy,2020-04-26,5,100
La_Pampa,2020-04-26,5,100
La_Rioja,2020-04-26,50,15.595247202991589
Mendoza,2020-04-26,75,100
Misiones,2020-04-26,6,100
Neuquen,2020-04-26,105,100
Rio_Negro,2020-04-26,185,13.63329042087345
Salta,2020-04-26,4,100
San_Juan,2020-04-26,2,100
San_Luis,2020-04-26,11,100
Santa_Cruz,2020-04-26,43,100
Santa_Fe,2020-04-26,242,46.66154985424075
Santiago_del_Estero,2020-04-26,15,100
Tierra_del_fuego,2020-04-26,117,73.80049546972779
Tucuman,2020-04-26,35,100
Buenos_Aires,2020-04-27,1381,11.47029717050971
CABA,2020-04-27,1039,12.579129940473994
Catamarca,2020-04-27,0,NA
Chaco,2020-04-27,307,27.58827415184916
Chubut,2020-04-27,2,100
Cordoba,2020-04-27,273,93.85413698676253
Corrientes,2020-04-27,46,11.798710698705728
Entre_Rios,2020-04-27,23,100
Formosa,2020-04-27,0,NA
Jujuy,2020-04-27,5,100
La_Pampa,2020-04-27,5,100
La_Rioja,2020-04-27,50,19.69343559383346
Mendoza,2020-04-27,75,100
Misiones,2020-04-27,8,9.917405955919216
Neuquen,2020-04-27,108,99.18192126712681
Rio_Negro,2020-04-27,193,19.123899822735098
Salta,2020-04-27,4,100
San_Juan,2020-04-27,2,100
San_Luis,2020-04-27,11,100
Santa_Cruz,2020-04-27,48,47.13579086302324
Santa_Fe,2020-04-27,242,56.200895863318294
Santiago_del_Estero,2020-04-27,15,100
Tierra_del_fuego,2020-04-27,118,69.7383607316473
Tucuman,2020-04-27,35,100
Buenos_Aires,2020-04-28,1429,12.90990968094863
CABA,2020-04-28,1089,13.363671544009858
Catamarca,2020-04-28,0,NA
Chaco,2020-04-28,307,32.15162353152321
Chubut,2020-04-28,2,100
Cordoba,2020-04-28,275,100
Corrientes,2020-04-28,47,11.714845848790002
Entre_Rios,2020-04-28,23,100
Formosa,2020-04-28,0,NA
Jujuy,2020-04-28,5,100
La_Pampa,2020-04-28,5,100
La_Rioja,2020-04-28,51,29.946835962464835
Mendoza,2020-04-28,76,100
Misiones,2020-04-28,8,8.16796842506648
Neuquen,2020-04-28,108,85.40170870396616
Rio_Negro,2020-04-28,206,20.242644166038083
Salta,2020-04-28,4,100
San_Juan,2020-04-28,2,100
San_Luis,2020-04-28,11,100
Santa_Cruz,2020-04-28,48,23.91119084954218
Santa_Fe,2020-04-28,243,85.26079491619497
Santiago_del_Estero,2020-04-28,15,14.81684773278947
Tierra_del_fuego,2020-04-28,124,49.9160665726011
Tucuman,2020-04-28,36,100
Buenos_Aires,2020-04-29,1532,13.854783368282318
CABA,2020-04-29,1123,15.6207280865612
Catamarca,2020-04-29,0,NA
Chaco,2020-04-29,311,39.5147928302961
Chubut,2020-04-29,2,100
Cordoba,2020-04-29,276,100
Corrientes,2020-04-29,47,13.889408150210594
Entre_Rios,2020-04-29,23,100
Formosa,2020-04-29,0,NA
Jujuy,2020-04-29,5,100
La_Pampa,2020-04-29,5,100
La_Rioja,2020-04-29,52,33.51541708754336
Mendoza,2020-04-29,78,100
Misiones,2020-04-29,12,5.561938856670654
Neuquen,2020-04-29,109,76.38227947794046
Rio_Negro,2020-04-29,214,18.31160623524179
Salta,2020-04-29,4,100
San_Juan,2020-04-29,2,100
San_Luis,2020-04-29,11,100
Santa_Cruz,2020-04-29,48,22.5770230025951
Santa_Fe,2020-04-29,243,100
Santiago_del_Estero,2020-04-29,15,100
Tierra_del_fuego,2020-04-29,124,42.84151417819709
Tucuman,2020-04-29,36,61.656221309259706
Buenos_Aires,2020-04-30,1598,14.424745456958837
CABA,2020-04-30,1168,17.672995466659646
Catamarca,2020-04-30,0,NA
Chaco,2020-04-30,314,46.735676425825936
Chubut,2020-04-30,2,100
Cordoba,2020-04-30,278,100
Corrientes,2020-04-30,48,19.89045836885329
Entre_Rios,2020-04-30,23,100
Formosa,2020-04-30,0,NA
Jujuy,2020-04-30,5,100
La_Pampa,2020-04-30,5,100
La_Rioja,2020-04-30,52,53.00471056156719
Mendoza,2020-04-30,83,100
Misiones,2020-04-30,12,5.170785983241841
Neuquen,2020-04-30,110,66.84313510252146
Rio_Negro,2020-04-30,228,17.34777456990351
Salta,2020-04-30,4,100
San_Juan,2020-04-30,2,100
San_Luis,2020-04-30,11,100
Santa_Cruz,2020-04-30,49,23.118234232643868
Santa_Fe,2020-04-30,243,100
Santiago_del_Estero,2020-04-30,15,100
Tierra_del_fuego,2020-04-30,126,40.9970973309895
Tucuman,2020-04-30,38,40.7592682215603
Buenos_Aires,2020-05-01,1632,16.03988815541021
CABA,2020-05-01,1197,19.36703936682578
Catamarca,2020-05-01,0,NA
Chaco,2020-05-01,326,45.23745826142395
Chubut,2020-05-01,3,100
Cordoba,2020-05-01,291,100
Corrientes,2020-05-01,48,51.61323943824778
Entre_Rios,2020-05-01,25,100
Formosa,2020-05-01,0,NA
Jujuy,2020-05-01,5,100
La_Pampa,2020-05-01,5,100
La_Rioja,2020-05-01,55,48.08838730643594
